State,County,Adults,Seniors,SchoolAge,PreSchoolers,Infants,Housing - Rent,Housing - Utilities,Child Care,Food,Transportation,Health Care,Technology,Miscellaneous,Tax Payments,Tax Credits,Monthly Total,ANNUAL TOTAL,Hourly Wage
Indiana,Marion,0,3,3,0,2,"$1,269",$340,"$1,970","$2,083","$1,574","$2,346",$136,$972,"$3,288",($933),"$13,045","$156,540",$78.27
Indiana,Marion,0,3,3,0,3,"$1,510",$340,"$2,620","$2,277","$1,730","$2,388",$136,"$1,100","$3,796","($1,100)","$14,797","$177,564",$88.78
Indiana,Marion,0,3,3,1,0,"$1,269",$340,"$1,266","$1,906","$1,417","$2,304",$136,$864,"$2,849",($767),"$11,584","$139,008",$69.50
Indiana,Marion,0,3,3,1,1,"$1,269",$340,"$1,916","$2,100","$1,574","$2,346",$136,$968,"$3,272",($933),"$12,988","$155,856",$77.93
Indiana,Marion,0,3,3,1,2,"$1,510",$340,"$2,566","$2,294","$1,730","$2,388",$136,"$1,096","$3,784","($1,100)","$14,744","$176,928",$88.46
Indiana,Marion,0,3,3,2,0,"$1,269",$340,"$1,862","$2,116","$1,574","$2,346",$136,$964,"$3,257",($933),"$12,931","$155,172",$77.59
Indiana,Marion,0,3,3,2,1,"$1,510",$340,"$2,512","$2,310","$1,730","$2,388",$136,"$1,093","$3,771","($1,100)","$14,690","$176,280",$88.14
Indiana,Marion,0,3,3,3,0,"$1,510",$340,"$2,458","$2,326","$1,730","$2,388",$136,"$1,089","$3,758","($1,100)","$14,635","$175,620",$87.81
Indiana,Marion,0,3,4,0,0,"$1,269",$340,$894,"$1,966","$1,417","$2,304",$136,$833,"$2,723",($767),"$11,115","$133,380",$66.69
Indiana,Marion,0,3,4,0,1,"$1,269",$340,"$1,544","$2,160","$1,574","$2,346",$136,$937,"$3,146",($933),"$12,519","$150,228",$75.11
Indiana,Marion,0,3,4,0,2,"$1,510",$340,"$2,194","$2,354","$1,730","$2,388",$136,"$1,065","$3,667","($1,100)","$14,284","$171,408",$85.70
Indiana,Marion,0,3,4,1,0,"$1,269",$340,"$1,490","$2,176","$1,574","$2,346",$136,$933,"$3,130",($933),"$12,461","$149,532",$74.77
Indiana,Marion,0,3,4,1,1,"$1,510",$340,"$2,140","$2,370","$1,730","$2,388",$136,"$1,061","$3,651","($1,100)","$14,226","$170,712",$85.36
Indiana,Marion,0,3,4,2,0,"$1,510",$340,"$2,085","$2,387","$1,730","$2,388",$136,"$1,058","$3,636","($1,100)","$14,170","$170,040",$85.02
Indiana,Marion,0,3,5,0,0,"$1,269",$340,"$1,117","$2,237","$1,574","$2,346",$136,$902,"$3,004",($933),"$11,992","$143,904",$71.95
Indiana,Marion,0,3,5,0,1,"$1,510",$340,"$1,767","$2,431","$1,730","$2,388",$136,"$1,030","$3,525","($1,100)","$13,757","$165,084",$82.54
Indiana,Marion,0,3,5,1,0,"$1,510",$340,"$1,713","$2,447","$1,730","$2,388",$136,"$1,026","$3,509","($1,100)","$13,699","$164,388",$82.19
Indiana,Marion,0,3,6,0,0,"$1,510",$340,"$1,341","$2,508","$1,730","$2,388",$136,$995,"$3,383","($1,100)","$13,231","$158,772",$79.39
Indiana,Marion,0,4,0,0,0,$728,$310,$0,"$1,307",$998,"$2,169",$146,$566,"$1,588",$0,"$7,812","$93,744",$46.87
Indiana,Marion,0,4,0,0,1,"$1,020",$340,$650,"$1,447","$1,154","$2,359",$146,$712,"$2,232",($217),"$9,843","$118,116",$59.06
Indiana,Marion,0,4,0,0,2,"$1,020",$340,"$1,300","$1,652","$1,311","$2,605",$146,$837,"$2,742",($433),"$11,520","$138,240",$69.12
Indiana,Marion,0,4,0,0,3,"$1,269",$340,"$1,950","$1,759","$1,467","$2,804",$146,$974,"$3,295",($600),"$13,404","$160,848",$80.42
Indiana,Marion,0,4,0,0,4,"$1,269",$340,"$2,600","$1,953","$1,624","$2,846",$146,"$1,078","$3,718",($767),"$14,807","$177,684",$88.84
Indiana,Marion,0,4,0,0,5,"$1,510",$340,"$3,250","$2,147","$1,780","$2,888",$146,"$1,206","$4,154",($933),"$16,488","$197,856",$98.93
Indiana,Marion,0,4,0,0,6,"$1,510",$340,"$3,900","$2,341","$1,936","$2,930",$146,"$1,310","$4,548","($1,100)","$17,861","$214,332",$107.17
Indiana,Marion,0,4,0,1,0,"$1,020",$340,$596,"$1,464","$1,154","$2,359",$146,$708,"$2,217",($217),"$9,787","$117,444",$58.72
Indiana,Marion,0,4,0,1,1,"$1,020",$340,"$1,246","$1,669","$1,311","$2,605",$146,$834,"$2,727",($433),"$11,465","$137,580",$68.79
Indiana,Marion,0,4,0,1,2,"$1,269",$340,"$1,896","$1,775","$1,467","$2,804",$146,$970,"$3,279",($600),"$13,346","$160,152",$80.08
Indiana,Marion,0,4,0,1,3,"$1,269",$340,"$2,546","$1,969","$1,624","$2,846",$146,"$1,074","$3,702",($767),"$14,749","$176,988",$88.49
Indiana,Marion,0,4,0,1,4,"$1,510",$340,"$3,196","$2,163","$1,780","$2,888",$146,"$1,202","$4,141",($933),"$16,433","$197,196",$98.60
Indiana,Marion,0,4,0,1,5,"$1,510",$340,"$3,846","$2,358","$1,936","$2,930",$146,"$1,307","$4,531","($1,100)","$17,804","$213,648",$106.82
Indiana,Marion,0,4,0,2,0,"$1,020",$340,"$1,192","$1,686","$1,311","$2,605",$146,$830,"$2,712",($433),"$11,409","$136,908",$68.45
Indiana,Marion,0,4,0,2,1,"$1,269",$340,"$1,842","$1,791","$1,467","$2,804",$146,$966,"$3,264",($600),"$13,289","$159,468",$79.73
Indiana,Marion,0,4,0,2,2,"$1,269",$340,"$2,492","$1,986","$1,624","$2,846",$146,"$1,070","$3,687",($767),"$14,693","$176,316",$88.16
Indiana,Marion,0,4,0,2,3,"$1,510",$340,"$3,142","$2,180","$1,780","$2,888",$146,"$1,199","$4,129",($933),"$16,381","$196,572",$98.29
Indiana,Marion,0,4,0,2,4,"$1,510",$340,"$3,792","$2,374","$1,936","$2,930",$146,"$1,303","$4,515","($1,100)","$17,746","$212,952",$106.48
Indiana,Marion,0,4,0,3,0,"$1,269",$340,"$1,788","$1,808","$1,467","$2,804",$146,$962,"$3,249",($600),"$13,233","$158,796",$79.40
Indiana,Marion,0,4,0,3,1,"$1,269",$340,"$2,438","$2,002","$1,624","$2,846",$146,"$1,067","$3,672",($767),"$14,637","$175,644",$87.82
Indiana,Marion,0,4,0,3,2,"$1,510",$340,"$3,088","$2,196","$1,780","$2,888",$146,"$1,195","$4,116",($933),"$16,326","$195,912",$97.96
Indiana,Marion,0,4,0,3,3,"$1,510",$340,"$3,738","$2,390","$1,936","$2,930",$146,"$1,299","$4,499","($1,100)","$17,688","$212,256",$106.13
Indiana,Marion,0,4,0,4,0,"$1,269",$340,"$2,383","$2,018","$1,624","$2,846",$146,"$1,063","$3,656",($767),"$14,578","$174,936",$87.47
Indiana,Marion,0,4,0,4,1,"$1,510",$340,"$3,033","$2,212","$1,780","$2,888",$146,"$1,191","$4,103",($933),"$16,270","$195,240",$97.62
Indiana,Marion,0,4,0,4,2,"$1,510",$340,"$3,683","$2,406","$1,936","$2,930",$146,"$1,295","$4,483","($1,100)","$17,629","$211,548",$105.77
Indiana,Marion,0,4,0,5,0,"$1,510",$340,"$2,979","$2,228","$1,780","$2,888",$146,"$1,187","$4,090",($933),"$16,215","$194,580",$97.29
Indiana,Marion,0,4,0,5,1,"$1,510",$340,"$3,629","$2,422","$1,936","$2,930",$146,"$1,291","$4,467","($1,100)","$17,571","$210,852",$105.43
Indiana,Marion,0,4,0,6,0,"$1,510",$340,"$3,575","$2,439","$1,936","$2,930",$146,"$1,288","$4,451","($1,100)","$17,515","$210,180",$105.09
Indiana,Marion,0,4,1,0,0,"$1,020",$340,$223,"$1,528","$1,154","$2,359",$146,$677,"$2,091",($211),"$9,327","$111,924",$55.96
Indiana,Marion,0,4,1,0,1,"$1,020",$340,$873,"$1,733","$1,311","$2,605",$146,$803,"$2,602",($433),"$11,000","$132,000",$66.00
Indiana,Marion,0,4,1,0,2,"$1,269",$340,"$1,523","$1,836","$1,467","$2,804",$146,$939,"$3,153",($600),"$12,877","$154,524",$77.26
Indiana,Marion,0,4,1,0,3,"$1,269",$340,"$2,173","$2,030","$1,624","$2,846",$146,"$1,043","$3,576",($767),"$14,280","$171,360",$85.68
Indiana,Marion,0,4,1,0,4,"$1,510",$340,"$2,823","$2,224","$1,780","$2,888",$146,"$1,171","$4,036",($933),"$15,985","$191,820",$95.91
Indiana,Marion,0,4,1,0,5,"$1,510",$340,"$3,473","$2,418","$1,936","$2,930",$146,"$1,275","$4,399","($1,100)","$17,327","$207,924",$103.96
Indiana,Marion,0,4,1,1,0,"$1,020",$340,$819,"$1,750","$1,311","$2,605",$146,$799,"$2,587",($433),"$10,944","$131,328",$65.66
Indiana,Marion,0,4,1,1,1,"$1,269",$340,"$1,469","$1,852","$1,467","$2,804",$146,$935,"$3,137",($600),"$12,819","$153,828",$76.91
Indiana,Marion,0,4,1,1,2,"$1,269",$340,"$2,119","$2,046","$1,624","$2,846",$146,"$1,039","$3,560",($767),"$14,222","$170,664",$85.33
Indiana,Marion,0,4,1,1,3,"$1,510",$340,"$2,769","$2,240","$1,780","$2,888",$146,"$1,167","$4,023",($933),"$15,930","$191,160",$95.58
Indiana,Marion,0,4,1,1,4,"$1,510",$340,"$3,419","$2,434","$1,936","$2,930",$146,"$1,272","$4,383","($1,100)","$17,270","$207,240",$103.62
Indiana,Marion,0,4,1,2,0,"$1,269",$340,"$1,415","$1,868","$1,467","$2,804",$146,$931,"$3,122",($600),"$12,762","$153,144",$76.57
Indiana,Marion,0,4,1,2,1,"$1,269",$340,"$2,065","$2,062","$1,624","$2,846",$146,"$1,035","$3,545",($767),"$14,165","$169,980",$84.99
Indiana,Marion,0,4,1,2,2,"$1,510",$340,"$2,715","$2,256","$1,780","$2,888",$146,"$1,164","$4,010",($933),"$15,876","$190,512",$95.26
Indiana,Marion,0,4,1,2,3,"$1,510",$340,"$3,365","$2,450","$1,936","$2,930",$146,"$1,268","$4,366","($1,100)","$17,211","$206,532",$103.27
Indiana,Marion,0,4,1,3,0,"$1,269",$340,"$2,011","$2,078","$1,624","$2,846",$146,"$1,031","$3,530",($767),"$14,108","$169,296",$84.65
Indiana,Marion,0,4,1,3,1,"$1,510",$340,"$2,661","$2,273","$1,780","$2,888",$146,"$1,160","$3,997",($933),"$15,822","$189,864",$94.93
Indiana,Marion,0,4,1,3,2,"$1,510",$340,"$3,311","$2,467","$1,936","$2,930",$146,"$1,264","$4,350","($1,100)","$17,154","$205,848",$102.92
Indiana,Marion,0,4,1,4,0,"$1,510",$340,"$2,607","$2,289","$1,780","$2,888",$146,"$1,156","$3,985",($933),"$15,768","$189,216",$94.61
Indiana,Marion,0,4,1,4,1,"$1,510",$340,"$3,257","$2,483","$1,936","$2,930",$146,"$1,260","$4,337","($1,100)","$17,099","$205,188",$102.59
Indiana,Marion,0,4,1,5,0,"$1,510",$340,"$3,203","$2,499","$1,936","$2,930",$146,"$1,256","$4,324","($1,100)","$17,044","$204,528",$102.26
Indiana,Marion,0,4,2,0,0,"$1,020",$340,$447,"$1,814","$1,311","$2,605",$146,$768,"$2,462",($423),"$10,490","$125,880",$62.94
Indiana,Marion,0,4,2,0,1,"$1,269",$340,"$1,097","$1,913","$1,467","$2,804",$146,$904,"$3,011",($600),"$12,351","$148,212",$74.11
Indiana,Marion,0,4,2,0,2,"$1,269",$340,"$1,747","$2,107","$1,624","$2,846",$146,"$1,008","$3,434",($767),"$13,754","$165,048",$82.52
Indiana,Marion,0,4,2,0,3,"$1,510",$340,"$2,397","$2,301","$1,780","$2,888",$146,"$1,136","$3,918",($933),"$15,483","$185,796",$92.90
Indiana,Marion,0,4,2,0,4,"$1,510",$340,"$3,047","$2,495","$1,936","$2,930",$146,"$1,240","$4,270","($1,100)","$16,814","$201,768",$100.88
Indiana,Marion,0,4,2,1,0,"$1,269",$340,"$1,043","$1,929","$1,467","$2,804",$146,$900,"$2,995",($600),"$12,293","$147,516",$73.76
Indiana,Marion,0,4,2,1,1,"$1,269",$340,"$1,693","$2,123","$1,624","$2,846",$146,"$1,004","$3,418",($767),"$13,696","$164,352",$82.18
Indiana,Marion,0,4,2,1,2,"$1,510",$340,"$2,343","$2,317","$1,780","$2,888",$146,"$1,132","$3,905",($933),"$15,428","$185,136",$92.57
Indiana,Marion,0,4,2,1,3,"$1,510",$340,"$2,993","$2,511","$1,936","$2,930",$146,"$1,237","$4,257","($1,100)","$16,760","$201,120",$100.56
Indiana,Marion,0,4,2,2,0,"$1,269",$340,"$1,638","$2,139","$1,624","$2,846",$146,"$1,000","$3,403",($767),"$13,638","$163,656",$81.83
Indiana,Marion,0,4,2,2,1,"$1,510",$340,"$2,288","$2,333","$1,780","$2,888",$146,"$1,129","$3,892",($933),"$15,373","$184,476",$92.24
Indiana,Marion,0,4,2,2,2,"$1,510",$340,"$2,938","$2,527","$1,936","$2,930",$146,"$1,233","$4,244","($1,100)","$16,704","$200,448",$100.22
Indiana,Marion,0,4,2,3,0,"$1,510",$340,"$2,234","$2,349","$1,780","$2,888",$146,"$1,125","$3,880",($933),"$15,319","$183,828",$91.91
Indiana,Marion,0,4,2,3,1,"$1,510",$340,"$2,884","$2,544","$1,936","$2,930",$146,"$1,229","$4,232","($1,100)","$16,651","$199,812",$99.91
Indiana,Marion,0,4,2,4,0,"$1,510",$340,"$2,830","$2,560","$1,936","$2,930",$146,"$1,225","$4,219","($1,100)","$16,596","$199,152",$99.58
Indiana,Marion,0,4,3,0,0,"$1,269",$340,$670,"$1,989","$1,467","$2,804",$146,$869,"$2,869",($600),"$11,823","$141,876",$70.94
Indiana,Marion,0,4,3,0,1,"$1,269",$340,"$1,320","$2,183","$1,624","$2,846",$146,$973,"$3,292",($767),"$13,226","$158,712",$79.36
Indiana,Marion,0,4,3,0,2,"$1,510",$340,"$1,970","$2,378","$1,780","$2,888",$146,"$1,101","$3,800",($933),"$14,980","$179,760",$89.88
Indiana,Marion,0,4,3,0,3,"$1,510",$340,"$2,620","$2,572","$1,936","$2,930",$146,"$1,205","$4,152","($1,100)","$16,311","$195,732",$97.87
Indiana,Marion,0,4,3,1,0,"$1,269",$340,"$1,266","$2,200","$1,624","$2,846",$146,$969,"$3,277",($767),"$13,170","$158,040",$79.02
Indiana,Marion,0,4,3,1,1,"$1,510",$340,"$1,916","$2,394","$1,780","$2,888",$146,"$1,097","$3,787",($933),"$14,925","$179,100",$89.55
Indiana,Marion,0,4,3,1,2,"$1,510",$340,"$2,566","$2,588","$1,936","$2,930",$146,"$1,202","$4,139","($1,100)","$16,257","$195,084",$97.54
Indiana,Marion,0,4,3,2,0,"$1,510",$340,"$1,862","$2,410","$1,780","$2,888",$146,"$1,094","$3,774",($933),"$14,871","$178,452",$89.23
Indiana,Marion,0,4,3,2,1,"$1,510",$340,"$2,512","$2,604","$1,936","$2,930",$146,"$1,198","$4,126","($1,100)","$16,202","$194,424",$97.21
Indiana,Marion,0,4,3,3,0,"$1,510",$340,"$2,458","$2,620","$1,936","$2,930",$146,"$1,194","$4,113","($1,100)","$16,147","$193,764",$96.88
Indiana,Marion,0,4,4,0,0,"$1,269",$340,$894,"$2,260","$1,624","$2,846",$146,$938,"$3,150",($767),"$12,700","$152,400",$76.20
Indiana,Marion,0,4,4,0,1,"$1,510",$340,"$1,544","$2,454","$1,780","$2,888",$146,"$1,066","$3,671",($933),"$14,466","$173,592",$86.80
Indiana,Marion,0,4,4,0,2,"$1,510",$340,"$2,194","$2,648","$1,936","$2,930",$146,"$1,170","$4,034","($1,100)","$15,808","$189,696",$94.85
Indiana,Marion,0,4,4,1,0,"$1,510",$340,"$1,490","$2,470","$1,780","$2,888",$146,"$1,062","$3,655",($933),"$14,408","$172,896",$86.45
Indiana,Marion,0,4,4,1,1,"$1,510",$340,"$2,140","$2,665","$1,936","$2,930",$146,"$1,167","$4,021","($1,100)","$15,755","$189,060",$94.53
Indiana,Marion,0,4,4,2,0,"$1,510",$340,"$2,085","$2,681","$1,936","$2,930",$146,"$1,163","$4,008","($1,100)","$15,699","$188,388",$94.19
Indiana,Marion,0,4,5,0,0,"$1,510",$340,"$1,117","$2,531","$1,780","$2,888",$146,"$1,031","$3,529",($933),"$13,939","$167,268",$83.63
Indiana,Marion,0,4,5,0,1,"$1,510",$340,"$1,767","$2,725","$1,936","$2,930",$146,"$1,135","$3,915","($1,100)","$15,304","$183,648",$91.82
Indiana,Marion,0,4,5,1,0,"$1,510",$340,"$1,713","$2,741","$1,936","$2,930",$146,"$1,132","$3,903","($1,100)","$15,251","$183,012",$91.51
Indiana,Marion,0,4,6,0,0,"$1,510",$340,"$1,341","$2,802","$1,936","$2,930",$146,"$1,101","$3,798","($1,100)","$14,804","$177,648",$88.82
Indiana,Marion,0,5,0,0,0,"$1,020",$340,$0,"$1,552","$1,204","$2,711",$171,$700,"$2,103",$0,"$9,801","$117,612",$58.81
Indiana,Marion,0,5,0,0,1,"$1,020",$340,$650,"$1,757","$1,361","$2,901",$171,$820,"$2,671",($217),"$11,474","$137,688",$68.84
Indiana,Marion,0,5,0,0,2,"$1,269",$340,"$1,300","$1,859","$1,517","$3,147",$171,$960,"$3,241",($433),"$13,371","$160,452",$80.23
Indiana,Marion,0,5,0,0,3,"$1,269",$340,"$1,950","$2,053","$1,674","$3,346",$171,"$1,080","$3,728",($600),"$15,011","$180,132",$90.07
Indiana,Marion,0,5,0,0,4,"$1,510",$340,"$2,600","$2,247","$1,830","$3,389",$171,"$1,209","$4,163",($767),"$16,692","$200,304",$100.15
Indiana,Marion,0,5,0,0,5,"$1,510",$340,"$3,250","$2,441","$1,986","$3,431",$171,"$1,313","$4,558",($933),"$18,067","$216,804",$108.40
Indiana,Marion,0,5,0,0,6,"$1,752",$340,"$3,900","$2,636","$2,143","$3,473",$171,"$1,442","$5,105","($1,100)","$19,862","$238,344",$119.17
Indiana,Marion,0,5,0,1,0,"$1,020",$340,$596,"$1,774","$1,361","$2,901",$171,$816,"$2,657",($217),"$11,419","$137,028",$68.51
