State,County,Adults,Seniors,SchoolAge,PreSchoolers,Infants,Housing - Rent,Housing - Utilities,Child Care,Food,Transportation,Health Care,Technology,Miscellaneous,Tax Payments,Tax Credits,Monthly Total,ANNUAL TOTAL,Hourly Wage
Indiana,Marion,2,3,0,0,1,"$1,020",$340,$650,"$1,809","$1,511","$2,262",$171,$776,"$1,842",($217),"$10,164","$121,968",$60.98
Indiana,Marion,2,3,0,0,2,"$1,269",$340,"$1,300","$1,908","$1,667","$2,304",$171,$896,"$2,271",($433),"$11,693","$140,316",$70.16
Indiana,Marion,2,3,0,0,3,"$1,269",$340,"$1,950","$2,102","$1,824","$2,346",$171,"$1,000","$2,671",($600),"$13,073","$156,876",$78.44
Indiana,Marion,2,3,0,0,4,"$1,510",$340,"$2,600","$2,296","$1,980","$2,388",$171,"$1,129","$3,132",($767),"$14,779","$177,348",$88.67
Indiana,Marion,2,3,0,0,5,"$1,510",$340,"$3,250","$2,490","$2,136","$2,430",$171,"$1,233","$3,461",($899),"$16,122","$193,464",$96.73
Indiana,Marion,2,3,0,0,6,"$1,752",$340,"$3,900","$2,685","$2,293","$2,472",$171,"$1,361","$3,867",($910),"$17,931","$215,172",$107.59
Indiana,Marion,2,3,0,1,0,"$1,020",$340,$596,"$1,826","$1,511","$2,262",$171,$773,"$1,832",($217),"$10,114","$121,368",$60.68
Indiana,Marion,2,3,0,1,1,"$1,269",$340,"$1,246","$1,924","$1,667","$2,304",$171,$892,"$2,256",($433),"$11,636","$139,632",$69.82
Indiana,Marion,2,3,0,1,2,"$1,269",$340,"$1,896","$2,118","$1,824","$2,346",$171,$996,"$2,656",($600),"$13,016","$156,192",$78.10
Indiana,Marion,2,3,0,1,3,"$1,510",$340,"$2,546","$2,313","$1,980","$2,388",$171,"$1,125","$3,120",($767),"$14,726","$176,712",$88.36
Indiana,Marion,2,3,0,1,4,"$1,510",$340,"$3,196","$2,507","$2,136","$2,430",$171,"$1,229","$3,449",($899),"$16,069","$192,828",$96.41
Indiana,Marion,2,3,0,1,5,"$1,752",$340,"$3,846","$2,701","$2,293","$2,472",$171,"$1,358","$3,855",($910),"$17,878","$214,536",$107.27
Indiana,Marion,2,3,0,2,0,"$1,269",$340,"$1,192","$1,941","$1,667","$2,304",$171,$888,"$2,241",($433),"$11,580","$138,960",$69.48
Indiana,Marion,2,3,0,2,1,"$1,269",$340,"$1,842","$2,135","$1,824","$2,346",$171,$993,"$2,642",($600),"$12,962","$155,544",$77.77
Indiana,Marion,2,3,0,2,2,"$1,510",$340,"$2,492","$2,329","$1,980","$2,388",$171,"$1,121","$3,108",($767),"$14,672","$176,064",$88.03
Indiana,Marion,2,3,0,2,3,"$1,510",$340,"$3,142","$2,523","$2,136","$2,430",$171,"$1,225","$3,437",($899),"$16,015","$192,180",$96.09
Indiana,Marion,2,3,0,2,4,"$1,752",$340,"$3,792","$2,717","$2,293","$2,472",$171,"$1,354","$3,843",($910),"$17,824","$213,888",$106.94
Indiana,Marion,2,3,0,3,0,"$1,269",$340,"$1,788","$2,151","$1,824","$2,346",$171,$989,"$2,627",($600),"$12,905","$154,860",$77.43
Indiana,Marion,2,3,0,3,1,"$1,510",$340,"$2,438","$2,345","$1,980","$2,388",$171,"$1,117","$3,096",($767),"$14,618","$175,416",$87.71
Indiana,Marion,2,3,0,3,2,"$1,510",$340,"$3,088","$2,539","$2,136","$2,430",$171,"$1,221","$3,425",($899),"$15,961","$191,532",$95.77
Indiana,Marion,2,3,0,3,3,"$1,752",$340,"$3,738","$2,733","$2,293","$2,472",$171,"$1,350","$3,831",($910),"$17,770","$213,240",$106.62
Indiana,Marion,2,3,0,4,0,"$1,510",$340,"$2,383","$2,361","$1,980","$2,388",$171,"$1,113","$3,084",($767),"$14,563","$174,756",$87.38
Indiana,Marion,2,3,0,4,1,"$1,510",$340,"$3,033","$2,555","$2,136","$2,430",$171,"$1,218","$3,413",($899),"$15,907","$190,884",$95.44
Indiana,Marion,2,3,0,4,2,"$1,752",$340,"$3,683","$2,749","$2,293","$2,472",$171,"$1,346","$3,819",($910),"$17,715","$212,580",$106.29
Indiana,Marion,2,3,0,5,0,"$1,510",$340,"$2,979","$2,572","$2,136","$2,430",$171,"$1,214","$3,401",($899),"$15,854","$190,248",$95.12
Indiana,Marion,2,3,0,5,1,"$1,752",$340,"$3,629","$2,766","$2,293","$2,472",$171,"$1,342","$3,807",($910),"$17,662","$211,944",$105.97
Indiana,Marion,2,3,0,6,0,"$1,752",$340,"$3,575","$2,782","$2,293","$2,472",$171,"$1,339","$3,795",($910),"$17,609","$211,308",$105.65
Indiana,Marion,2,3,1,0,0,"$1,020",$340,$223,"$1,890","$1,511","$2,262",$171,$742,"$1,747",($211),"$9,695","$116,340",$58.17
Indiana,Marion,2,3,1,0,1,"$1,269",$340,$873,"$1,985","$1,667","$2,304",$171,$861,"$2,137",($433),"$11,174","$134,088",$67.04
Indiana,Marion,2,3,1,0,2,"$1,269",$340,"$1,523","$2,179","$1,824","$2,346",$171,$965,"$2,537",($600),"$12,554","$150,648",$75.32
Indiana,Marion,2,3,1,0,3,"$1,510",$340,"$2,173","$2,373","$1,980","$2,388",$171,"$1,094","$3,022",($767),"$14,284","$171,408",$85.70
Indiana,Marion,2,3,1,0,4,"$1,510",$340,"$2,823","$2,567","$2,136","$2,430",$171,"$1,198","$3,351",($899),"$15,627","$187,524",$93.76
Indiana,Marion,2,3,1,0,5,"$1,752",$340,"$3,473","$2,761","$2,293","$2,472",$171,"$1,326","$3,756",($910),"$17,434","$209,208",$104.60
Indiana,Marion,2,3,1,1,0,"$1,269",$340,$819,"$2,001","$1,667","$2,304",$171,$857,"$2,122",($433),"$11,117","$133,404",$66.70
Indiana,Marion,2,3,1,1,1,"$1,269",$340,"$1,469","$2,195","$1,824","$2,346",$171,$961,"$2,522",($600),"$12,497","$149,964",$74.98
Indiana,Marion,2,3,1,1,2,"$1,510",$340,"$2,119","$2,389","$1,980","$2,388",$171,"$1,090","$3,010",($767),"$14,230","$170,760",$85.38
Indiana,Marion,2,3,1,1,3,"$1,510",$340,"$2,769","$2,583","$2,136","$2,430",$171,"$1,194","$3,339",($899),"$15,573","$186,876",$93.44
Indiana,Marion,2,3,1,1,4,"$1,752",$340,"$3,419","$2,778","$2,293","$2,472",$171,"$1,323","$3,744",($910),"$17,382","$208,584",$104.29
Indiana,Marion,2,3,1,2,0,"$1,269",$340,"$1,415","$2,212","$1,824","$2,346",$171,$958,"$2,508",($600),"$12,443","$149,316",$74.66
Indiana,Marion,2,3,1,2,1,"$1,510",$340,"$2,065","$2,406","$1,980","$2,388",$171,"$1,086","$2,997",($767),"$14,176","$170,112",$85.06
Indiana,Marion,2,3,1,2,2,"$1,510",$340,"$2,715","$2,600","$2,136","$2,430",$171,"$1,190","$3,327",($899),"$15,520","$186,240",$93.12
Indiana,Marion,2,3,1,2,3,"$1,752",$340,"$3,365","$2,794","$2,293","$2,472",$171,"$1,319","$3,732",($910),"$17,328","$207,936",$103.97
Indiana,Marion,2,3,1,3,0,"$1,510",$340,"$2,011","$2,422","$1,980","$2,388",$171,"$1,082","$2,985",($767),"$14,122","$169,464",$84.73
Indiana,Marion,2,3,1,3,1,"$1,510",$340,"$2,661","$2,616","$2,136","$2,430",$171,"$1,186","$3,315",($899),"$15,466","$185,592",$92.80
Indiana,Marion,2,3,1,3,2,"$1,752",$340,"$3,311","$2,810","$2,293","$2,472",$171,"$1,315","$3,720",($910),"$17,274","$207,288",$103.64
Indiana,Marion,2,3,1,4,0,"$1,510",$340,"$2,607","$2,632","$2,136","$2,430",$171,"$1,183","$3,303",($899),"$15,413","$184,956",$92.48
Indiana,Marion,2,3,1,4,1,"$1,752",$340,"$3,257","$2,826","$2,293","$2,472",$171,"$1,311","$3,708",($910),"$17,220","$206,640",$103.32
Indiana,Marion,2,3,1,5,0,"$1,752",$340,"$3,203","$2,842","$2,293","$2,472",$171,"$1,307","$3,696",($910),"$17,166","$205,992",$103.00
Indiana,Marion,2,3,2,0,0,"$1,269",$340,$447,"$2,062","$1,667","$2,304",$171,$826,"$2,002",($423),"$10,665","$127,980",$63.99
Indiana,Marion,2,3,2,0,1,"$1,269",$340,"$1,097","$2,256","$1,824","$2,346",$171,$930,"$2,402",($600),"$12,035","$144,420",$72.21
Indiana,Marion,2,3,2,0,2,"$1,510",$340,"$1,747","$2,450","$1,980","$2,388",$171,"$1,059","$2,895",($767),"$13,773","$165,276",$82.64
Indiana,Marion,2,3,2,0,3,"$1,510",$340,"$2,397","$2,644","$2,136","$2,430",$171,"$1,163","$3,240",($899),"$15,132","$181,584",$90.79
Indiana,Marion,2,3,2,0,4,"$1,752",$340,"$3,047","$2,838","$2,293","$2,472",$171,"$1,291","$3,646",($910),"$16,940","$203,280",$101.64
Indiana,Marion,2,3,2,1,0,"$1,269",$340,"$1,043","$2,272","$1,824","$2,346",$171,$927,"$2,388",($600),"$11,980","$143,760",$71.88
Indiana,Marion,2,3,2,1,1,"$1,510",$340,"$1,693","$2,466","$1,980","$2,388",$171,"$1,055","$2,881",($767),"$13,717","$164,604",$82.30
Indiana,Marion,2,3,2,1,2,"$1,510",$340,"$2,343","$2,660","$2,136","$2,430",$171,"$1,159","$3,228",($899),"$15,078","$180,936",$90.47
Indiana,Marion,2,3,2,1,3,"$1,752",$340,"$2,993","$2,854","$2,293","$2,472",$171,"$1,288","$3,634",($910),"$16,887","$202,644",$101.32
Indiana,Marion,2,3,2,2,0,"$1,510",$340,"$1,638","$2,482","$1,980","$2,388",$171,"$1,051","$2,866",($767),"$13,659","$163,908",$81.95
Indiana,Marion,2,3,2,2,1,"$1,510",$340,"$2,288","$2,676","$2,136","$2,430",$171,"$1,155","$3,216",($899),"$15,023","$180,276",$90.14
Indiana,Marion,2,3,2,2,2,"$1,752",$340,"$2,938","$2,870","$2,293","$2,472",$171,"$1,284","$3,622",($910),"$16,832","$201,984",$100.99
Indiana,Marion,2,3,2,3,0,"$1,510",$340,"$2,234","$2,693","$2,136","$2,430",$171,"$1,151","$3,204",($899),"$14,970","$179,640",$89.82
Indiana,Marion,2,3,2,3,1,"$1,752",$340,"$2,884","$2,887","$2,293","$2,472",$171,"$1,280","$3,610",($910),"$16,779","$201,348",$100.67
Indiana,Marion,2,3,2,4,0,"$1,752",$340,"$2,830","$2,903","$2,293","$2,472",$171,"$1,276","$3,598",($910),"$16,725","$200,700",$100.35
Indiana,Marion,2,3,3,0,0,"$1,269",$340,$670,"$2,333","$1,824","$2,346",$171,$895,"$2,268",($600),"$11,516","$138,192",$69.10
Indiana,Marion,2,3,3,0,1,"$1,510",$340,"$1,320","$2,527","$1,980","$2,388",$171,"$1,024","$2,761",($767),"$13,254","$159,048",$79.52
Indiana,Marion,2,3,3,0,2,"$1,510",$340,"$1,970","$2,721","$2,136","$2,430",$171,"$1,128","$3,130",($899),"$14,637","$175,644",$87.82
Indiana,Marion,2,3,3,0,3,"$1,752",$340,"$2,620","$2,915","$2,293","$2,472",$171,"$1,256","$3,535",($910),"$16,444","$197,328",$98.66
Indiana,Marion,2,3,3,1,0,"$1,510",$340,"$1,266","$2,543","$1,980","$2,388",$171,"$1,020","$2,746",($767),"$13,197","$158,364",$79.18
Indiana,Marion,2,3,3,1,1,"$1,510",$340,"$1,916","$2,737","$2,136","$2,430",$171,"$1,124","$3,118",($899),"$14,583","$174,996",$87.50
Indiana,Marion,2,3,3,1,2,"$1,752",$340,"$2,566","$2,931","$2,293","$2,472",$171,"$1,253","$3,523",($910),"$16,391","$196,692",$98.35
Indiana,Marion,2,3,3,2,0,"$1,510",$340,"$1,862","$2,753","$2,136","$2,430",$171,"$1,120","$3,106",($899),"$14,529","$174,348",$87.17
Indiana,Marion,2,3,3,2,1,"$1,752",$340,"$2,512","$2,947","$2,293","$2,472",$171,"$1,249","$3,511",($910),"$16,337","$196,044",$98.02
Indiana,Marion,2,3,3,3,0,"$1,752",$340,"$2,458","$2,964","$2,293","$2,472",$171,"$1,245","$3,500",($910),"$16,285","$195,420",$97.71
Indiana,Marion,2,3,4,0,0,"$1,510",$340,$894,"$2,604","$1,980","$2,388",$171,$989,"$2,627",($767),"$12,736","$152,832",$76.42
Indiana,Marion,2,3,4,0,1,"$1,510",$340,"$1,544","$2,798","$2,136","$2,430",$171,"$1,093","$3,019",($899),"$14,142","$169,704",$84.85
Indiana,Marion,2,3,4,0,2,"$1,752",$340,"$2,194","$2,992","$2,293","$2,472",$171,"$1,221","$3,425",($910),"$15,950","$191,400",$95.70
Indiana,Marion,2,3,4,1,0,"$1,510",$340,"$1,490","$2,814","$2,136","$2,430",$171,"$1,089","$3,008",($899),"$14,089","$169,068",$84.53
Indiana,Marion,2,3,4,1,1,"$1,752",$340,"$2,140","$3,008","$2,293","$2,472",$171,"$1,218","$3,413",($910),"$15,897","$190,764",$95.38
Indiana,Marion,2,3,4,2,0,"$1,752",$340,"$2,085","$3,024","$2,293","$2,472",$171,"$1,214","$3,401",($910),"$15,842","$190,104",$95.05
Indiana,Marion,2,3,5,0,0,"$1,510",$340,"$1,117","$2,874","$2,136","$2,430",$171,"$1,058","$2,893",($899),"$13,630","$163,560",$81.78
Indiana,Marion,2,3,5,0,1,"$1,752",$340,"$1,767","$3,068","$2,293","$2,472",$171,"$1,186","$3,315",($910),"$15,454","$185,448",$92.72
Indiana,Marion,2,3,5,1,0,"$1,752",$340,"$1,713","$3,085","$2,293","$2,472",$171,"$1,183","$3,302",($910),"$15,401","$184,812",$92.41
Indiana,Marion,2,3,6,0,0,"$1,752",$340,"$1,341","$3,145","$2,293","$2,472",$171,"$1,151","$3,204",($910),"$14,959","$179,508",$89.75
Indiana,Marion,2,4,0,0,0,"$1,020",$340,$0,"$1,915","$1,561","$2,605",$196,$764,"$1,808",$0,"$10,209","$122,508",$61.25
Indiana,Marion,2,4,0,0,1,"$1,269",$340,$650,"$2,008","$1,717","$2,804",$196,$898,"$2,281",($217),"$11,946","$143,352",$71.68
Indiana,Marion,2,4,0,0,2,"$1,269",$340,"$1,300","$2,202","$1,874","$2,846",$196,"$1,003","$2,681",($433),"$13,278","$159,336",$79.67
Indiana,Marion,2,4,0,0,3,"$1,510",$340,"$1,950","$2,396","$2,030","$2,888",$196,"$1,131","$3,140",($600),"$14,981","$179,772",$89.89
Indiana,Marion,2,4,0,0,4,"$1,510",$340,"$2,600","$2,590","$2,186","$2,930",$196,"$1,235","$3,469",($767),"$16,289","$195,468",$97.73
Indiana,Marion,2,4,0,0,5,"$1,752",$340,"$3,250","$2,785","$2,343","$2,973",$196,"$1,364","$3,875",($899),"$17,979","$215,748",$107.87
Indiana,Marion,2,4,0,0,6,"$1,752",$340,"$3,900","$2,979","$2,499","$3,015",$196,"$1,468","$4,204",($910),"$19,443","$233,316",$116.66
Indiana,Marion,2,4,0,1,0,"$1,269",$340,$596,"$2,024","$1,717","$2,804",$196,$895,"$2,266",($217),"$11,890","$142,680",$71.34
Indiana,Marion,2,4,0,1,1,"$1,269",$340,"$1,246","$2,219","$1,874","$2,846",$196,$999,"$2,666",($433),"$13,222","$158,664",$79.33
Indiana,Marion,2,4,0,1,2,"$1,510",$340,"$1,896","$2,413","$2,030","$2,888",$196,"$1,127","$3,128",($600),"$14,928","$179,136",$89.57
Indiana,Marion,2,4,0,1,3,"$1,510",$340,"$2,546","$2,607","$2,186","$2,930",$196,"$1,232","$3,457",($767),"$16,237","$194,844",$97.42
Indiana,Marion,2,4,0,1,4,"$1,752",$340,"$3,196","$2,801","$2,343","$2,973",$196,"$1,360","$3,863",($899),"$17,925","$215,100",$107.55
Indiana,Marion,2,4,0,1,5,"$1,752",$340,"$3,846","$2,995","$2,499","$3,015",$196,"$1,464","$4,192",($910),"$19,389","$232,668",$116.33
Indiana,Marion,2,4,0,2,0,"$1,269",$340,"$1,192","$2,235","$1,874","$2,846",$196,$995,"$2,652",($433),"$13,166","$157,992",$79.00
Indiana,Marion,2,4,0,2,1,"$1,510",$340,"$1,842","$2,429","$2,030","$2,888",$196,"$1,124","$3,116",($600),"$14,875","$178,500",$89.25
Indiana,Marion,2,4,0,2,2,"$1,510",$340,"$2,492","$2,623","$2,186","$2,930",$196,"$1,228","$3,445",($767),"$16,183","$194,196",$97.10
Indiana,Marion,2,4,0,2,3,"$1,752",$340,"$3,142","$2,817","$2,343","$2,973",$196,"$1,356","$3,851",($899),"$17,871","$214,452",$107.23
Indiana,Marion,2,4,0,2,4,"$1,752",$340,"$3,792","$3,011","$2,499","$3,015",$196,"$1,461","$4,180",($910),"$19,336","$232,032",$116.02
Indiana,Marion,2,4,0,3,0,"$1,510",$340,"$1,788","$2,445","$2,030","$2,888",$196,"$1,120","$3,104",($600),"$14,821","$177,852",$88.93
Indiana,Marion,2,4,0,3,1,"$1,510",$340,"$2,438","$2,639","$2,186","$2,930",$196,"$1,224","$3,433",($767),"$16,129","$193,548",$96.77
Indiana,Marion,2,4,0,3,2,"$1,752",$340,"$3,088","$2,833","$2,343","$2,973",$196,"$1,353","$3,839",($899),"$17,818","$213,816",$106.91
Indiana,Marion,2,4,0,3,3,"$1,752",$340,"$3,738","$3,027","$2,499","$3,015",$196,"$1,457","$4,168",($910),"$19,282","$231,384",$115.69
Indiana,Marion,2,4,0,4,0,"$1,510",$340,"$2,383","$2,655","$2,186","$2,930",$196,"$1,220","$3,421",($767),"$16,074","$192,888",$96.44
Indiana,Marion,2,4,0,4,1,"$1,752",$340,"$3,033","$2,850","$2,343","$2,973",$196,"$1,349","$3,827",($899),"$17,764","$213,168",$106.58
Indiana,Marion,2,4,0,4,2,"$1,752",$340,"$3,683","$3,044","$2,499","$3,015",$196,"$1,453","$4,156",($910),"$19,228","$230,736",$115.37
Indiana,Marion,2,4,0,5,0,"$1,752",$340,"$2,979","$2,866","$2,343","$2,973",$196,"$1,345","$3,815",($899),"$17,710","$212,520",$106.26
Indiana,Marion,2,4,0,5,1,"$1,752",$340,"$3,629","$3,060","$2,499","$3,015",$196,"$1,449","$4,144",($910),"$19,174","$230,088",$115.04
Indiana,Marion,2,4,0,6,0,"$1,752",$340,"$3,575","$3,076","$2,499","$3,015",$196,"$1,445","$4,132",($910),"$19,120","$229,440",$114.72
Indiana,Marion,2,4,1,0,0,"$1,269",$340,$223,"$2,085","$1,717","$2,804",$196,$863,"$2,146",($211),"$11,432","$137,184",$68.59
Indiana,Marion,2,4,1,0,1,"$1,269",$340,$873,"$2,279","$1,874","$2,846",$196,$968,"$2,546",($433),"$12,758","$153,096",$76.55
Indiana,Marion,2,4,1,0,2,"$1,510",$340,"$1,523","$2,473","$2,030","$2,888",$196,"$1,096","$3,030",($600),"$14,486","$173,832",$86.92
Indiana,Marion,2,4,1,0,3,"$1,510",$340,"$2,173","$2,667","$2,186","$2,930",$196,"$1,200","$3,359",($767),"$15,794","$189,528",$94.76
Indiana,Marion,2,4,1,0,4,"$1,752",$340,"$2,823","$2,861","$2,343","$2,973",$196,"$1,329","$3,764",($899),"$17,482","$209,784",$104.89
Indiana,Marion,2,4,1,0,5,"$1,752",$340,"$3,473","$3,056","$2,499","$3,015",$196,"$1,433","$4,093",($910),"$18,947","$227,364",$113.68
Indiana,Marion,2,4,1,1,0,"$1,269",$340,$819,"$2,295","$1,874","$2,846",$196,$964,"$2,532",($433),"$12,702","$152,424",$76.21
Indiana,Marion,2,4,1,1,1,"$1,510",$340,"$1,469","$2,489","$2,030","$2,888",$196,"$1,092","$3,017",($600),"$14,431","$173,172",$86.59
Indiana,Marion,2,4,1,1,2,"$1,510",$340,"$2,119","$2,684","$2,186","$2,930",$196,"$1,197","$3,347",($767),"$15,742","$188,904",$94.45
Indiana,Marion,2,4,1,1,3,"$1,752",$340,"$2,769","$2,878","$2,343","$2,973",$196,"$1,325","$3,752",($899),"$17,429","$209,148",$104.57
Indiana,Marion,2,4,1,1,4,"$1,752",$340,"$3,419","$3,072","$2,499","$3,015",$196,"$1,429","$4,081",($910),"$18,893","$226,716",$113.36
Indiana,Marion,2,4,1,2,0,"$1,510",$340,"$1,415","$2,506","$2,030","$2,888",$196,"$1,089","$3,005",($600),"$14,379","$172,548",$86.27
Indiana,Marion,2,4,1,2,1,"$1,510",$340,"$2,065","$2,700","$2,186","$2,930",$196,"$1,193","$3,335",($767),"$15,688","$188,256",$94.13
Indiana,Marion,2,4,1,2,2,"$1,752",$340,"$2,715","$2,894","$2,343","$2,973",$196,"$1,321","$3,740",($899),"$17,375","$208,500",$104.25
Indiana,Marion,2,4,1,2,3,"$1,752",$340,"$3,365","$3,088","$2,499","$3,015",$196,"$1,426","$4,069",($910),"$18,840","$226,080",$113.04
Indiana,Marion,2,4,1,3,0,"$1,510",$340,"$2,011","$2,716","$2,186","$2,930",$196,"$1,189","$3,323",($767),"$15,634","$187,608",$93.80
Indiana,Marion,2,4,1,3,1,"$1,752",$340,"$2,661","$2,910","$2,343","$2,973",$196,"$1,318","$3,728",($899),"$17,322","$207,864",$103.93
Indiana,Marion,2,4,1,3,2,"$1,752",$340,"$3,311","$3,104","$2,499","$3,015",$196,"$1,422","$4,057",($910),"$18,786","$225,432",$112.72
Indiana,Marion,2,4,1,4,0,"$1,752",$340,"$2,607","$2,926","$2,343","$2,973",$196,"$1,314","$3,716",($899),"$17,268","$207,216",$103.61
Indiana,Marion,2,4,1,4,1,"$1,752",$340,"$3,257","$3,120","$2,499","$3,015",$196,"$1,418","$4,045",($910),"$18,732","$224,784",$112.39
Indiana,Marion,2,4,1,5,0,"$1,752",$340,"$3,203","$3,137","$2,499","$3,015",$196,"$1,414","$4,033",($910),"$18,679","$224,148",$112.07
Indiana,Marion,2,4,2,0,0,"$1,269",$340,$447,"$2,356","$1,874","$2,846",$196,$933,"$2,412",($423),"$12,250","$147,000",$73.50
Indiana,Marion,2,4,2,0,1,"$1,510",$340,"$1,097","$2,550","$2,030","$2,888",$196,"$1,061","$2,905",($600),"$13,977","$167,724",$83.86
Indiana,Marion,2,4,2,0,2,"$1,510",$340,"$1,747","$2,744","$2,186","$2,930",$196,"$1,165","$3,248",($767),"$15,299","$183,588",$91.79
Indiana,Marion,2,4,2,0,3,"$1,752",$340,"$2,397","$2,938","$2,343","$2,973",$196,"$1,294","$3,654",($899),"$16,988","$203,856",$101.93
Indiana,Marion,2,4,2,0,4,"$1,752",$340,"$3,047","$3,132","$2,499","$3,015",$196,"$1,398","$3,983",($910),"$18,452","$221,424",$110.71
Indiana,Marion,2,4,2,1,0,"$1,510",$340,"$1,043","$2,566","$2,030","$2,888",$196,"$1,057","$2,890",($600),"$13,920","$167,040",$83.52
Indiana,Marion,2,4,2,1,1,"$1,510",$340,"$1,693","$2,760","$2,186","$2,930",$196,"$1,162","$3,236",($767),"$15,246","$182,952",$91.48
Indiana,Marion,2,4,2,1,2,"$1,752",$340,"$2,343","$2,954","$2,343","$2,973",$196,"$1,290","$3,642",($899),"$16,934","$203,208",$101.60
Indiana,Marion,2,4,2,1,3,"$1,752",$340,"$2,993","$3,148","$2,499","$3,015",$196,"$1,394","$3,971",($910),"$18,398","$220,776",$110.39
Indiana,Marion,2,4,2,2,0,"$1,510",$340,"$1,638","$2,776","$2,186","$2,930",$196,"$1,158","$3,224",($767),"$15,191","$182,292",$91.15
Indiana,Marion,2,4,2,2,1,"$1,752",$340,"$2,288","$2,971","$2,343","$2,973",$196,"$1,286","$3,630",($899),"$16,880","$202,560",$101.28
Indiana,Marion,2,4,2,2,2,"$1,752",$340,"$2,938","$3,165","$2,499","$3,015",$196,"$1,391","$3,959",($910),"$18,345","$220,140",$110.07
Indiana,Marion,2,4,2,3,0,"$1,752",$340,"$2,234","$2,987","$2,343","$2,973",$196,"$1,283","$3,618",($899),"$16,827","$201,924",$100.96
Indiana,Marion,2,4,2,3,1,"$1,752",$340,"$2,884","$3,181","$2,499","$3,015",$196,"$1,387","$3,947",($910),"$18,291","$219,492",$109.75
Indiana,Marion,2,4,2,4,0,"$1,752",$340,"$2,830","$3,197","$2,499","$3,015",$196,"$1,383","$3,935",($910),"$18,237","$218,844",$109.42
Indiana,Marion,2,4,3,0,0,"$1,510",$340,$670,"$2,627","$2,030","$2,888",$196,"$1,026","$2,771",($600),"$13,458","$161,496",$80.75
Indiana,Marion,2,4,3,0,1,"$1,510",$340,"$1,320","$2,821","$2,186","$2,930",$196,"$1,130","$3,138",($767),"$14,804","$177,648",$88.82
Indiana,Marion,2,4,3,0,2,"$1,752",$340,"$1,970","$3,015","$2,343","$2,973",$196,"$1,259","$3,543",($899),"$16,492","$197,904",$98.95
Indiana,Marion,2,4,3,0,3,"$1,752",$340,"$2,620","$3,209","$2,499","$3,015",$196,"$1,363","$3,873",($910),"$17,957","$215,484",$107.74
Indiana,Marion,2,4,3,1,0,"$1,510",$340,"$1,266","$2,837","$2,186","$2,930",$196,"$1,127","$3,126",($767),"$14,751","$177,012",$88.51
Indiana,Marion,2,4,3,1,1,"$1,752",$340,"$1,916","$3,031","$2,343","$2,973",$196,"$1,255","$3,531",($899),"$16,438","$197,256",$98.63
Indiana,Marion,2,4,3,1,2,"$1,752",$340,"$2,566","$3,225","$2,499","$3,015",$196,"$1,359","$3,860",($910),"$17,902","$214,824",$107.41
Indiana,Marion,2,4,3,2,0,"$1,752",$340,"$1,862","$3,047","$2,343","$2,973",$196,"$1,251","$3,520",($899),"$16,385","$196,620",$98.31
Indiana,Marion,2,4,3,2,1,"$1,752",$340,"$2,512","$3,242","$2,499","$3,015",$196,"$1,356","$3,849",($910),"$17,851","$214,212",$107.11
Indiana,Marion,2,4,3,3,0,"$1,752",$340,"$2,458","$3,258","$2,499","$3,015",$196,"$1,352","$3,837",($910),"$17,797","$213,564",$106.78
Indiana,Marion,2,4,4,0,0,"$1,510",$340,$894,"$2,898","$2,186","$2,930",$196,"$1,095","$3,027",($767),"$14,309","$171,708",$85.85
Indiana,Marion,2,4,4,0,1,"$1,752",$340,"$1,544","$3,092","$2,343","$2,973",$196,"$1,224","$3,433",($899),"$15,998","$191,976",$95.99
Indiana,Marion,2,4,4,0,2,"$1,752",$340,"$2,194","$3,286","$2,499","$3,015",$196,"$1,328","$3,762",($910),"$17,462","$209,544",$104.77
Indiana,Marion,2,4,4,1,0,"$1,752",$340,"$1,490","$3,108","$2,343","$2,973",$196,"$1,220","$3,421",($899),"$15,944","$191,328",$95.66
Indiana,Marion,2,4,4,1,1,"$1,752",$340,"$2,140","$3,302","$2,499","$3,015",$196,"$1,324","$3,750",($910),"$17,408","$208,896",$104.45
Indiana,Marion,2,4,4,2,0,"$1,752",$340,"$2,085","$3,318","$2,499","$3,015",$196,"$1,321","$3,738",($910),"$17,354","$208,248",$104.12
Indiana,Marion,2,4,5,0,0,"$1,752",$340,"$1,117","$3,169","$2,343","$2,973",$196,"$1,189","$3,322",($899),"$15,502","$186,024",$93.01
Indiana,Marion,2,4,5,0,1,"$1,752",$340,"$1,767","$3,363","$2,499","$3,015",$196,"$1,293","$3,652",($910),"$16,967","$203,604",$101.80
Indiana,Marion,2,4,5,1,0,"$1,752",$340,"$1,713","$3,379","$2,499","$3,015",$196,"$1,289","$3,640",($910),"$16,913","$202,956",$101.48
Indiana,Marion,2,4,6,0,0,"$1,752",$340,"$1,341","$3,439","$2,499","$3,015",$196,"$1,258","$3,541",($910),"$16,471","$197,652",$98.83
Indiana,Marion,3,0,0,0,0,$751,$287,$0,"$1,115","$1,017",$635,$136,$394,$795,$0,"$5,130","$61,560",$30.78
Indiana,Marion,3,0,0,0,1,$728,$310,$650,"$1,278","$1,173",$677,$136,$495,"$1,072",($217),"$6,302","$75,624",$37.81
Indiana,Marion,3,0,0,0,2,"$1,020",$340,"$1,300","$1,419","$1,330",$719,$136,$626,"$1,431",($433),"$7,888","$94,656",$47.33
